ID,Warehouse_block,Mode_of_Shipment,Customer_care_calls,Customer_rating,Cost_of_the_Product,Prior_purchases,Product_importance,Gender,Discount_offered,Weight_in_gms,Reached.on.Time_Y.N,Product_category,Length_cm,Width_cm,Height_cm,Fragile,Liquid_Leak_Prone,Perishable,Shipping_distance,Stacking_pressure,Delivery_urgency,Budget_level,Eco_preference,Material_constraint,Return_risk,recommended_packaging
1035,A,Ship,3,3,208,3,medium,M,61,3783,1,clothing,44,8,12,1,0,1,local,1,express,high,max_sustainability,compostable_only,1,Insulated Compostable Food Pack
1036,B,Ship,3,5,253,2,medium,M,17,2205,1,glass_items,58,26,24,0,0,1,domestic,0,standard,medium,low_cost,no_restrictions,0,Insulated Compostable Food Pack
1037,C,Ship,4,3,261,2,high,M,47,2336,1,cosmetics,29,24,5,1,1,1,domestic,0,express,low,balanced,no_plastic,1,Leak-proof Compostable Container
1038,F,Ship,3,1,156,3,medium,M,49,1253,1,electronics,12,48,17,1,1,1,local,0,standard,low,balanced,no_restrictions,0,Leak-proof Compostable Container
1039,D,Ship,4,3,97,2,low,M,26,1598,1,electronics,9,46,7,1,1,1,international,0,standard,medium,balanced,only_recyclable,0,Leak-proof Compostable Container
1040,F,Ship,2,5,275,2,low,M,41,2546,1,electronics,28,30,38,1,1,0,domestic,1,express,medium,max_sustainability,no_plastic,1,Leak-proof Compostable Container
1041,A,Ship,2,1,189,2,high,M,48,2429,1,food,59,31,39,1,0,0,domestic,1,standard,low,balanced,compostable_only,1,Compostable Paper Wrap Pack
1042,B,Ship,3,1,236,3,medium,M,28,3290,1,books,56,20,30,1,1,1,domestic,0,express,medium,balanced,only_recyclable,1,Leak-proof Compostable Container
1043,C,Ship,5,1,170,3,medium,F,60,1883,1,electronics,17,38,38,0,1,0,domestic,0,standard,medium,max_sustainability,no_restrictions,0,Leak-proof Compostable Container
1044,F,Ship,4,2,251,2,low,M,53,2673,1,cosmetics,53,16,5,0,0,1,international,0,express,high,max_sustainability,no_restrictions,1,Insulated Compostable Food Pack
1045,D,Ship,3,3,205,2,medium,F,58,2187,1,cosmetics,10,33,10,0,1,1,domestic,0,express,high,balanced,no_plastic,1,Leak-proof Compostable Container
1046,F,Ship,4,5,135,3,medium,F,53,1744,1,glass_items,15,22,38,1,1,0,domestic,1,express,high,balanced,no_restrictions,1,Leak-proof Compostable Container
1047,A,Ship,3,3,231,2,medium,F,24,2177,1,books,29,5,14,0,1,1,international,0,express,low,max_sustainability,no_restrictions,1,Leak-proof Compostable Container
1048,B,Ship,3,4,257,3,medium,M,56,2941,1,clothing,8,35,30,0,0,0,local,1,express,medium,balanced,only_recyclable,1,100% Recyclable Cardboard Box
1049,C,Ship,5,2,162,3,high,M,57,1233,1,food,9,38,7,0,0,1,local,0,express,medium,low_cost,no_plastic,1,Insulated Compostable Food Pack
1050,F,Ship,6,5,237,5,high,F,63,2573,1,cosmetics,50,18,9,0,0,0,international,0,standard,medium,max_sustainability,only_recyclable,0,Molded Pulp Tray + Corrugated Box
1051,D,Ship,3,4,134,4,medium,M,53,1887,1,clothing,22,15,36,0,1,0,local,0,express,high,low_cost,no_restrictions,0,Leak-proof Compostable Container
1052,F,Ship,2,1,163,3,medium,F,24,1119,1,electronics,28,25,35,0,1,0,international,0,standard,low,max_sustainability,no_restrictions,0,Leak-proof Compostable Container
1053,A,Ship,5,5,264,3,medium,F,27,2019,1,electronics,26,11,19,1,0,1,local,1,express,low,max_sustainability,only_recyclable,0,Insulated Compostable Food Pack
1054,B,Ship,5,2,173,4,low,M,21,1674,1,books,6,31,19,0,0,1,international,1,express,low,balanced,only_recyclable,1,Insulated Compostable Food Pack
1055,C,Ship,2,4,191,3,low,F,58,2586,1,glass_items,47,37,34,0,1,0,international,1,express,low,max_sustainability,no_plastic,0,Leak-proof Compostable Container
1056,F,Ship,3,3,152,3,medium,M,5,1385,1,food,31,40,39,0,1,0,international,1,express,high,low_cost,no_plastic,0,Leak-proof Compostable Container
1057,D,Ship,3,4,272,4,low,F,23,2048,1,books,31,15,16,0,0,1,local,0,express,high,max_sustainability,no_plastic,0,Insulated Compostable Food Pack
1058,F,Ship,4,2,198,2,low,M,60,3368,1,glass_items,51,33,27,0,0,1,international,0,standard,high,low_cost,no_plastic,1,Insulated Compostable Food Pack
1059,A,Ship,4,3,260,4,medium,M,40,3668,1,books,12,46,28,0,0,0,international,1,standard,high,low_cost,compostable_only,0,Compostable Paper Wrap Pack
1060,B,Ship,4,3,158,6,medium,M,43,1478,1,electronics,25,20,37,1,0,0,international,0,standard,medium,max_sustainability,no_restrictions,0,Molded Pulp Tray + Corrugated Box
1061,C,Ship,5,3,252,4,medium,M,63,3729,1,electronics,58,12,5,1,1,0,international,1,express,low,balanced,only_recyclable,0,Leak-proof Compostable Container
1062,F,Ship,4,2,199,3,low,M,64,2470,1,cosmetics,55,44,36,1,1,1,domestic,0,standard,medium,balanced,no_plastic,0,Leak-proof Compostable Container
1063,D,Ship,4,2,272,4,low,M,62,2307,1,cosmetics,7,36,34,0,0,1,international,0,standard,medium,balanced,no_restrictions,0,Insulated Compostable Food Pack
1064,F,Ship,3,4,209,3,low,M,37,2215,1,clothing,29,35,9,0,1,1,international,0,standard,high,balanced,no_plastic,0,Leak-proof Compostable Container
1065,A,Ship,3,2,147,4,low,M,13,1657,1,cosmetics,45,31,22,1,1,0,domestic,0,standard,low,balanced,only_recyclable,0,Leak-proof Compostable Container
1066,B,Ship,4,2,166,4,low,F,63,1759,1,books,6,27,29,0,1,0,domestic,0,standard,medium,low_cost,no_plastic,0,Leak-proof Compostable Container
1067,C,Ship,3,4,165,2,low,M,48,1706,1,clothing,12,7,23,1,1,1,local,0,express,medium,max_sustainability,compostable_only,1,Leak-proof Compostable Container
1068,F,Ship,4,5,162,2,medium,F,57,1715,1,books,20,44,13,1,0,0,international,1,standard,low,low_cost,only_recyclable,1,Molded Pulp Tray + Corrugated Box
1069,D,Ship,3,3,255,3,medium,M,23,3764,1,clothing,23,30,20,0,1,0,international,0,express,high,low_cost,only_recyclable,1,Leak-proof Compostable Container
1070,F,Road,5,5,179,5,low,M,38,1437,1,glass_items,11,25,10,0,0,1,international,1,standard,medium,low_cost,no_restrictions,1,Insulated Compostable Food Pack
1071,A,Road,3,4,250,2,high,M,61,3207,1,glass_items,53,48,3,0,1,1,local,1,standard,high,low_cost,only_recyclable,1,Leak-proof Compostable Container
1072,B,Road,3,5,251,2,low,F,28,3936,1,cosmetics,11,6,17,1,0,1,international,0,standard,high,max_sustainability,no_restrictions,0,Insulated Compostable Food Pack
1073,C,Road,4,4,198,2,low,F,5,2270,1,electronics,30,44,35,0,1,0,local,0,standard,low,max_sustainability,no_restrictions,1,Leak-proof Compostable Container
1074,F,Road,3,1,148,2,medium,M,34,1053,1,electronics,29,35,23,1,1,0,local,0,standard,high,balanced,no_plastic,1,Leak-proof Compostable Container
1075,D,Road,4,5,268,3,medium,F,3,2758,1,electronics,22,41,33,1,1,1,domestic,1,express,medium,max_sustainability,no_restrictions,0,Leak-proof Compostable Container
1076,F,Road,5,2,239,3,low,F,47,3673,1,books,41,37,25,0,1,1,local,1,standard,medium,low_cost,only_recyclable,1,Leak-proof Compostable Container
1077,A,Road,3,4,195,3,medium,M,10,2021,1,books,7,35,10,1,1,1,international,0,express,high,balanced,no_plastic,1,Leak-proof Compostable Container
1078,B,Road,4,3,252,2,medium,F,51,2658,1,food,54,9,23,0,0,1,international,1,standard,high,low_cost,compostable_only,1,Insulated Compostable Food Pack
1079,C,Road,3,5,272,3,medium,M,48,3780,1,electronics,32,32,23,1,0,0,local,0,standard,high,max_sustainability,only_recyclable,1,Molded Pulp Tray + Corrugated Box
1080,F,Road,2,4,141,3,medium,F,27,1628,1,books,28,31,30,1,1,0,international,1,standard,high,balanced,no_plastic,0,Leak-proof Compostable Container
1081,D,Road,3,1,224,3,low,F,45,3624,1,food,26,36,10,0,1,0,international,0,express,low,balanced,only_recyclable,1,Leak-proof Compostable Container
1082,F,Road,6,3,270,3,low,F,56,3251,1,electronics,15,19,34,0,1,1,international,1,standard,medium,low_cost,compostable_only,1,Leak-proof Compostable Container
1083,A,Road,6,3,236,3,medium,M,6,2639,1,food,59,34,24,1,0,1,local,1,express,low,low_cost,only_recyclable,1,Insulated Compostable Food Pack
1084,B,Road,3,1,227,3,medium,F,47,3512,1,books,6,33,24,1,0,1,domestic,1,express,medium,low_cost,no_restrictions,0,Insulated Compostable Food Pack
1085,C,Road,3,4,262,3,low,M,7,2424,1,books,57,30,7,0,1,1,local,1,express,medium,balanced,only_recyclable,1,Leak-proof Compostable Container
1086,F,Road,3,1,228,2,low,M,45,2257,1,cosmetics,58,41,28,1,0,0,domestic,1,standard,medium,max_sustainability,no_plastic,0,Recycled Cardboard Box
1087,D,Road,4,2,176,3,low,M,23,1909,1,food,43,17,34,1,0,0,local,0,standard,medium,balanced,only_recyclable,0,100% Recyclable Cardboard Box
1088,F,Road,4,2,147,3,medium,M,44,1873,1,glass_items,51,47,20,0,0,0,domestic,1,express,medium,low_cost,only_recyclable,1,100% Recyclable Cardboard Box
1089,A,Road,5,2,196,3,medium,M,44,2085,1,electronics,57,47,24,0,1,0,local,0,standard,high,balanced,no_restrictions,1,Leak-proof Compostable Container
1090,B,Road,3,1,112,5,medium,F,41,1249,1,food,7,8,9,1,1,0,local,1,express,medium,max_sustainability,no_plastic,1,Leak-proof Compostable Container
1091,C,Road,4,2,221,2,medium,M,54,3065,1,clothing,46,33,8,1,1,0,local,0,express,high,low_cost,only_recyclable,1,Leak-proof Compostable Container
1092,F,Flight,3,5,154,3,medium,M,46,1312,1,clothing,20,48,33,0,0,1,international,0,express,medium,low_cost,only_recyclable,1,Insulated Compostable Food Pack
1093,D,Flight,4,4,200,3,low,M,19,2976,1,cosmetics,16,37,36,0,0,1,local,0,express,high,balanced,no_plastic,0,Insulated Compostable Food Pack
1094,F,Flight,2,5,216,2,medium,F,57,3807,1,cosmetics,34,22,7,1,1,0,domestic,0,express,high,balanced,no_plastic,1,Leak-proof Compostable Container
1095,A,Flight,3,1,185,3,medium,M,3,3051,1,books,8,35,26,1,0,0,international,0,standard,low,balanced,compostable_only,1,Molded Pulp Tray + Corrugated Box
1096,B,Flight,4,2,199,3,low,M,23,2994,1,cosmetics,40,41,38,1,0,1,local,0,express,high,max_sustainability,only_recyclable,1,Insulated Compostable Food Pack
1097,C,Flight,5,2,265,3,low,F,12,2892,1,books,9,20,12,1,1,1,domestic,0,express,low,balanced,no_restrictions,0,Leak-proof Compostable Container
1098,F,Flight,3,2,263,3,low,F,57,2113,1,glass_items,31,19,4,0,0,0,local,0,standard,low,max_sustainability,compostable_only,0,Molded Pulp Tray + Corrugated Box
1099,D,Flight,4,2,181,2,low,F,28,2815,1,glass_items,53,17,20,0,0,1,local,1,express,medium,max_sustainability,compostable_only,0,Insulated Compostable Food Pack
1100,F,Flight,4,3,163,2,low,F,12,1092,1,clothing,23,22,15,1,0,0,international,0,standard,low,max_sustainability,no_restrictions,0,Molded Pulp Tray + Corrugated Box
1101,A,Flight,5,2,260,2,medium,M,23,3962,1,electronics,7,39,38,0,0,1,international,1,express,high,low_cost,compostable_only,1,Insulated Compostable Food Pack
1102,B,Flight,6,2,159,5,medium,F,22,1247,1,electronics,54,39,20,1,0,1,international,1,standard,medium,max_sustainability,no_plastic,0,Insulated Compostable Food Pack
1103,C,Flight,4,1,227,3,medium,M,54,3043,1,food,45,24,26,1,0,0,local,1,standard,medium,max_sustainability,no_plastic,0,Molded Pulp Tray + Corrugated Box
1104,F,Flight,3,3,104,5,medium,F,41,1936,1,electronics,24,47,15,0,0,0,local,0,express,high,low_cost,compostable_only,0,Compostable Paper Wrap Pack
1105,D,Flight,3,4,188,4,low,F,49,3067,1,clothing,52,35,15,0,0,1,international,0,express,low,low_cost,compostable_only,1,Insulated Compostable Food Pack
1106,F,Flight,5,3,202,3,high,M,41,3536,1,books,29,48,8,0,0,1,domestic,1,express,high,balanced,no_restrictions,1,Insulated Compostable Food Pack
1107,A,Flight,3,3,213,6,low,F,17,2424,1,cosmetics,19,35,28,1,0,0,domestic,0,express,medium,balanced,no_plastic,0,Corrugated Box + Paper Cushion
1108,B,Flight,3,1,211,2,low,F,45,3332,1,glass_items,47,10,9,1,0,0,local,1,standard,medium,balanced,compostable_only,0,Compostable Paper Wrap Pack
1109,C,Flight,4,4,232,3,medium,F,61,2484,1,cosmetics,24,16,14,0,0,1,domestic,0,express,medium,max_sustainability,no_restrictions,1,Insulated Compostable Food Pack
1110,F,Flight,4,3,143,2,high,M,39,1727,1,cosmetics,19,25,12,0,1,1,local,1,express,medium,low_cost,only_recyclable,0,Leak-proof Compostable Container
1111,D,Flight,5,1,196,3,medium,M,24,2957,1,electronics,51,45,37,1,1,0,local,1,express,low,low_cost,no_plastic,0,Leak-proof Compostable Container
1112,F,Flight,4,1,150,6,medium,F,42,1070,1,glass_items,51,9,5,1,0,1,domestic,0,express,medium,balanced,compostable_only,0,Insulated Compostable Food Pack
1113,A,Flight,5,1,222,3,high,M,21,2351,1,cosmetics,18,10,10,1,0,1,domestic,1,standard,high,low_cost,no_plastic,1,Insulated Compostable Food Pack
1114,B,Ship,3,2,203,3,high,M,3,2791,1,books,55,28,37,0,0,0,domestic,1,standard,high,balanced,no_restrictions,1,Molded Pulp Tray + Corrugated Box
1115,C,Ship,5,2,178,3,medium,M,60,1176,1,glass_items,35,8,12,0,1,0,domestic,1,standard,high,balanced,no_restrictions,0,Leak-proof Compostable Container
1116,F,Ship,4,2,272,2,low,M,21,3271,1,electronics,10,29,19,1,0,1,domestic,0,standard,high,low_cost,compostable_only,1,Insulated Compostable Food Pack
1117,D,Ship,4,2,182,3,low,M,58,3943,1,glass_items,8,46,4,0,1,1,local,0,standard,medium,low_cost,only_recyclable,1,Leak-proof Compostable Container
1118,F,Ship,4,4,205,3,low,F,11,2255,1,glass_items,41,32,39,0,0,0,international,1,express,low,max_sustainability,no_plastic,1,Recycled Cardboard Box
1119,A,Ship,3,2,171,3,medium,M,11,1282,1,clothing,44,33,35,1,0,0,domestic,1,standard,medium,low_cost,only_recyclable,0,100% Recyclable Cardboard Box
1120,B,Ship,4,1,172,2,low,M,48,1993,1,glass_items,36,36,16,0,0,0,international,1,standard,medium,max_sustainability,no_restrictions,0,Recycled Cardboard Box
1121,C,Ship,3,2,210,2,medium,M,30,3928,1,electronics,28,44,35,0,0,1,international,1,standard,high,max_sustainability,only_recyclable,1,Insulated Compostable Food Pack
1122,F,Ship,2,1,264,3,medium,M,10,3409,1,books,50,43,33,1,0,1,international,0,express,medium,max_sustainability,no_plastic,0,Insulated Compostable Food Pack
1123,D,Ship,4,1,181,4,low,F,46,2399,1,clothing,38,30,2,1,0,0,domestic,0,standard,high,balanced,no_plastic,0,Corrugated Box + Paper Cushion
1124,F,Ship,3,5,240,3,medium,F,54,2919,1,books,33,40,6,1,0,1,domestic,0,standard,high,balanced,no_plastic,1,Insulated Compostable Food Pack
1125,A,Ship,4,4,140,4,medium,F,46,1442,1,cosmetics,57,13,19,0,0,0,domestic,0,standard,low,max_sustainability,no_plastic,0,Recycled Cardboard Box
1126,B,Ship,6,4,283,5,medium,F,35,2686,1,clothing,5,49,26,1,1,0,domestic,1,standard,low,balanced,no_restrictions,0,Leak-proof Compostable Container
1127,C,Ship,4,3,263,4,medium,M,23,2960,1,glass_items,54,41,32,1,0,1,international,1,standard,high,balanced,no_restrictions,0,Insulated Compostable Food Pack
1128,F,Ship,4,4,136,3,high,F,35,1234,1,food,16,19,4,0,0,1,international,1,express,high,max_sustainability,no_restrictions,1,Insulated Compostable Food Pack
1129,D,Ship,4,4,145,4,low,F,35,1210,1,cosmetics,45,20,8,1,1,1,domestic,1,express,medium,low_cost,only_recyclable,1,Leak-proof Compostable Container
1130,F,Ship,3,3,162,2,low,F,42,1763,1,books,9,15,11,1,0,1,international,0,standard,high,balanced,compostable_only,0,Insulated Compostable Food Pack
1131,A,Ship,5,1,230,6,low,F,60,2067,1,cosmetics,14,32,14,1,1,1,international,0,express,high,balanced,no_restrictions,1,Leak-proof Compostable Container
1132,B,Ship,3,3,148,5,medium,M,61,1452,1,books,58,9,3,1,1,0,domestic,1,express,high,balanced,only_recyclable,1,Leak-proof Compostable Container
1133,C,Ship,3,3,175,3,high,F,45,1212,1,electronics,47,21,36,0,0,0,international,0,standard,low,max_sustainability,only_recyclable,0,Molded Pulp Tray + Corrugated Box
1134,F,Ship,4,2,227,2,high,M,35,3583,1,electronics,48,46,28,1,0,1,international,0,express,medium,max_sustainability,compostable_only,0,Insulated Compostable Food Pack
1135,D,Ship,4,1,177,4,low,F,13,1569,1,books,11,7,3,0,0,0,international,0,standard,high,balanced,only_recyclable,1,100% Recyclable Cardboard Box
1136,F,Ship,6,1,257,3,medium,M,60,3416,1,glass_items,28,25,24,0,1,0,domestic,0,standard,low,low_cost,only_recyclable,0,Leak-proof Compostable Container
1137,A,Ship,5,5,198,5,medium,M,36,2803,1,food,45,32,37,1,1,1,local,0,standard,medium,low_cost,no_restrictions,1,Leak-proof Compostable Container
1138,B,Ship,3,5,251,3,medium,M,59,3651,1,books,36,40,11,0,1,1,international,1,express,high,balanced,only_recyclable,0,Leak-proof Compostable Container
1139,C,Ship,5,5,158,3,medium,F,47,1246,1,clothing,8,26,32,1,0,1,international,1,standard,medium,max_sustainability,no_restrictions,1,Insulated Compostable Food Pack
1140,F,Ship,4,5,171,6,medium,F,27,1840,1,cosmetics,45,32,2,1,1,0,international,1,standard,medium,low_cost,compostable_only,0,Leak-proof Compostable Container
1141,D,Ship,4,1,260,2,low,M,2,2980,1,electronics,9,6,25,1,1,0,local,0,express,medium,low_cost,no_plastic,1,Leak-proof Compostable Container
1142,F,Ship,3,4,263,3,low,M,42,2992,1,electronics,25,25,39,0,1,1,international,1,standard,low,balanced,compostable_only,0,Leak-proof Compostable Container
1143,A,Ship,6,3,269,2,high,M,43,2300,1,clothing,7,21,14,1,1,0,local,1,standard,medium,max_sustainability,only_recyclable,1,Leak-proof Compostable Container
1144,B,Ship,3,3,224,2,low,F,37,3220,1,glass_items,56,23,16,0,0,0,local,0,express,low,balanced,no_plastic,1,Corrugated Box + Molded Pulp
1145,C,Ship,4,1,118,5,low,M,50,1413,1,clothing,19,45,34,0,1,1,international,1,standard,high,low_cost,compostable_only,1,Leak-proof Compostable Container
1146,F,Ship,5,1,186,10,low,M,64,2529,1,cosmetics,11,10,18,0,0,1,local,1,standard,high,low_cost,no_restrictions,0,Insulated Compostable Food Pack
1147,D,Ship,5,5,191,2,high,M,34,2708,1,clothing,59,41,4,0,1,0,international,0,standard,medium,max_sustainability,no_plastic,0,Leak-proof Compostable Container
1148,F,Ship,5,5,174,6,medium,F,26,1184,1,cosmetics,8,35,34,0,0,1,local,1,standard,low,low_cost,no_restrictions,1,Insulated Compostable Food Pack
1149,A,Ship,3,1,140,2,medium,F,55,1339,1,electronics,11,32,25,1,1,1,domestic,1,express,high,low_cost,only_recyclable,0,Leak-proof Compostable Container
1150,B,Ship,4,2,193,2,high,F,48,2371,1,books,30,44,31,0,1,1,local,1,express,high,max_sustainability,no_plastic,1,Leak-proof Compostable Container
1151,C,Ship,3,4,148,10,high,F,12,1779,1,glass_items,7,40,39,0,0,0,international,0,express,high,max_sustainability,only_recyclable,0,Molded Pulp Tray + Corrugated Box
1152,F,Ship,2,2,176,5,low,F,55,1211,1,food,16,33,37,1,0,1,international,1,express,high,max_sustainability,compostable_only,0,Insulated Compostable Food Pack
1153,D,Ship,4,1,135,10,medium,M,35,1989,1,glass_items,24,46,8,0,1,1,local,1,express,medium,balanced,compostable_only,1,Leak-proof Compostable Container
1154,F,Ship,6,5,154,10,medium,F,48,1990,1,food,54,39,16,0,0,0,local,0,express,low,low_cost,compostable_only,1,Recycled Cardboard Box
1155,A,Ship,4,5,143,8,low,M,44,1756,1,electronics,56,24,16,0,0,1,domestic,1,express,medium,balanced,no_plastic,1,Insulated Compostable Food Pack
1156,B,Ship,4,3,173,2,low,F,10,1179,1,electronics,5,35,28,0,1,0,local,1,express,low,balanced,compostable_only,0,Leak-proof Compostable Container
1157,C,Ship,4,5,262,3,medium,F,38,3139,1,food,36,15,33,0,0,0,domestic,0,express,high,balanced,only_recyclable,0,100% Recyclable Cardboard Box
1158,F,Ship,4,1,171,3,low,F,58,1516,1,books,51,12,22,1,0,0,international,0,express,low,low_cost,no_plastic,1,Molded Pulp Tray + Corrugated Box
1159,D,Ship,4,3,246,2,low,M,55,2387,1,books,57,32,4,0,0,1,local,1,standard,medium,low_cost,no_plastic,0,Insulated Compostable Food Pack
1160,F,Ship,3,4,266,2,high,F,55,2779,1,food,9,21,9,1,0,1,domestic,0,express,high,low_cost,no_plastic,0,Insulated Compostable Food Pack
1161,A,Ship,4,5,127,8,low,M,39,1411,1,clothing,45,13,37,1,1,0,domestic,1,standard,high,max_sustainability,only_recyclable,0,Leak-proof Compostable Container
1162,B,Ship,5,2,167,8,low,M,28,1921,1,food,9,20,23,1,1,1,domestic,1,express,high,max_sustainability,only_recyclable,0,Leak-proof Compostable Container
